blade_length,wind_speed,turbine_stats,energy_output,motor_tempreture,blade_angle,vibration_level,humidity,air_pressure,category,anti_rust,efficiency
47.0,11.0,needs to be repaired,2306,49,24,8,73,924,large,1.0,5.0
76.0,7.0,optimal,3777,63,30,6,33,1090,small,0.0,28.0
29.0,19.0,off,1692,48,16,7,41,965,medium,1.0,24.0
28.0,6.0,optimal,3562,38,36,0,74,976,medium,,42.0
22.0,22.0,off,1524,77,22,0,64,993,small,0.0,20.0
26.0,25.0,optimal,2045,77,22,3,63,905,nan,0.0,97.0
87.0,5.0,optimal,1505,33,6,7,75,1079,large,0.0,25.0
39.0,5.0,off,4072,80,42,3,50,930,large,0.0,88.0
95.0,15.0,optimal,1973,40,4,3,88,1000,nan,1.0,41.0
,7.0,needs to be repaired,2120,36,39,2,61,958,medium,1.0,80.0
57.0,14.0,off,4802,74,40,8,83,999,small,1.0,30.0
52.0,16.0,needs to be repaired,723,41,33,4,28,987,medium,0.0,
,10.0,needs to be repaired,4207,72,9,6,61,1078,large,0.0,76.0
,11.0,off,2653,66,4,4,72,975,large,0.0,46.0
81.0,21.0,optimal,4606,40,4,6,59,992,large,,73.0
87.0,21.0,needs to be repaired,154,49,43,3,22,985,small,,3.0
43.0,8.0,optimal,1898,49,18,6,41,1100,medium,1.0,54.0
86.0,5.0,needs to be repaired,983,75,35,0,21,963,nan,0.0,74.0
83.0,5.0,off,4819,20,2,6,49,1080,small,1.0,40.0
81.0,21.0,off,710,74,11,3,56,997,large,,13.0
80.0,15.0,needs to be repaired,1975,59,27,7,88,1067,large,1.0,32.0
22.0,7.0,off,2754,49,40,0,34,1027,nan,0.0,92.0
99.0,14.0,needs to be repaired,4408,34,13,1,48,932,small,0.0,6.0
65.0,6.0,optimal,3353,49,44,6,31,1019,small,0.0,86.0
68.0,20.0,needs to be repaired,4815,60,42,4,67,936,nan,1.0,95.0
41.0,20.0,needs to be repaired,662,65,10,7,70,951,small,1.0,67.0
92.0,12.0,needs to be repaired,484,43,41,3,57,965,large,0.0,20.0
88.0,11.0,off,3600,57,13,9,70,935,large,0.0,11.0
63.0,14.0,off,903,41,27,0,27,987,medium,,85.0
11.0,8.0,off,545,22,37,9,49,1007,medium,0.0,88.0
46.0,13.0,needs to be repaired,4959,41,20,1,21,993,large,,98.0
92.0,9.0,off,940,45,12,10,88,1056,large,1.0,100.0
42.0,11.0,off,2717,49,7,6,83,1081,medium,0.0,53.0
10.0,8.0,off,1384,38,16,0,49,1018,large,1.0,79.0
37.0,5.0,off,707,61,31,10,23,914,large,0.0,24.0
26.0,16.0,off,1164,49,14,1,79,1033,small,0.0,47.0
,20.0,needs to be repaired,694,38,28,6,21,1020,large,0.0,95.0
79.0,20.0,needs to be repaired,2861,65,1,7,52,1039,large,1.0,76.0
61.0,12.0,off,418,75,41,4,26,902,medium,0.0,85.0
53.0,17.0,off,100,39,40,9,84,972,large,1.0,40.0
93.0,13.0,needs to be repaired,1540,37,34,4,25,1012,large,0.0,83.0
56.0,14.0,needs to be repaired,2473,40,19,3,54,930,large,1.0,89.0
22.0,12.0,off,1497,76,41,4,28,1011,small,,86.0
85.0,5.0,optimal,2983,49,1,10,82,925,nan,1.0,76.0
39.0,7.0,off,4634,54,10,0,89,1048,small,,19.0
94.0,9.0,optimal,1039,50,37,1,79,961,nan,0.0,66.0
75.0,11.0,off,870,48,26,10,76,917,small,1.0,81.0
62.0,20.0,optimal,1317,46,27,7,63,1069,medium,1.0,92.0
27.0,12.0,optimal,3947,77,8,4,71,961,nan,0.0,71.0
37.0,5.0,off,4393,21,30,2,74,1088,large,0.0,16.0
13.0,25.0,needs to be repaired,4283,73,44,1,55,1008,nan,1.0,21.0
51.0,7.0,needs to be repaired,212,76,14,4,48,1012,small,1.0,92.0
15.0,10.0,needs to be repaired,1789,56,19,4,61,1035,medium,1.0,
18.0,16.0,needs to be repaired,370,22,30,10,29,1063,small,1.0,14.0
29.0,19.0,off,3336,22,44,9,34,1025,medium,1.0,20.0
47.0,21.0,optimal,2536,29,26,3,35,930,small,1.0,76.0
77.0,22.0,needs to be repaired,2903,27,16,10,20,1083,nan,0.0,49.0
59.0,25.0,off,3745,55,40,0,62,960,small,0.0,59.0
69.0,25.0,off,691,56,33,1,80,1010,small,1.0,30.0
22.0,21.0,needs to be repaired,4589,80,38,4,57,1078,medium,,24.0
51.0,16.0,needs to be repaired,4192,43,15,4,32,1045,large,,78.0
77.0,,needs to be repaired,3427,80,7,1,85,1018,large,,92.0
,16.0,needs to be repaired,3420,46,21,7,74,939,nan,0.0,100.0
40.0,8.0,off,3876,31,15,8,82,1045,medium,0.0,12.0
21.0,13.0,off,3216,74,9,2,69,1071,large,1.0,
73.0,19.0,optimal,3040,33,16,0,89,1052,large,1.0,34.0
88.0,9.0,optimal,1869,31,22,0,88,1018,small,1.0,51.0
70.0,15.0,off,1935,56,41,2,45,1043,large,1.0,62.0
62.0,,optimal,2785,72,42,6,57,981,medium,0.0,81.0
,5.0,off,604,36,40,2,25,977,small,1.0,46.0
70.0,20.0,needs to be repaired,2176,39,41,4,84,1091,medium,0.0,13.0
19.0,22.0,off,903,38,19,4,72,975,medium,0.0,42.0
21.0,17.0,needs to be repaired,1117,22,0,6,60,1099,medium,1.0,20.0
31.0,24.0,needs to be repaired,369,67,31,1,30,1079,large,1.0,95.0
62.0,20.0,off,698,77,5,0,32,1075,medium,,96.0
30.0,20.0,off,2397,54,36,3,29,1058,large,1.0,54.0
44.0,7.0,needs to be repaired,1069,66,22,7,50,1094,small,0.0,59.0
80.0,22.0,optimal,711,26,33,2,59,969,large,1.0,52.0
91.0,15.0,off,4189,32,2,0,20,987,medium,0.0,13.0
36.0,17.0,needs to be repaired,4540,72,25,7,40,901,medium,0.0,37.0
69.0,6.0,optimal,1337,38,3,10,86,948,large,0.0,36.0
56.0,7.0,optimal,3112,74,24,3,49,1067,large,0.0,19.0
75.0,5.0,needs to be repaired,1574,79,21,7,89,1089,small,1.0,40.0
24.0,5.0,off,3500,24,32,1,20,982,medium,1.0,52.0
33.0,19.0,optimal,1947,39,11,5,21,1058,nan,1.0,84.0
93.0,7.0,optimal,3445,22,27,5,25,977,small,1.0,81.0
19.0,8.0,optimal,338,26,2,0,51,965,small,1.0,92.0
97.0,16.0,needs to be repaired,2624,20,26,5,46,1067,small,1.0,63.0
33.0,25.0,optimal,2913,59,2,3,62,1082,large,,87.0
97.0,16.0,optimal,1656,41,39,3,46,1051,large,,62.0
66.0,18.0,needs to be repaired,2593,48,27,9,31,1066,large,,25.0
43.0,15.0,optimal,990,36,34,6,44,907,medium,,38.0
50.0,10.0,needs to be repaired,3746,55,34,8,86,1061,small,,54.0
49.0,18.0,optimal,1452,74,36,7,85,951,medium,,33.0
20.0,6.0,needs to be repaired,4834,74,14,6,89,1090,small,0.0,15.0
99.0,7.0,needs to be repaired,1687,49,28,6,30,1068,large,1.0,100.0
10.0,25.0,off,2029,34,37,7,52,929,large,0.0,26.0
39.0,22.0,off,1522,33,29,6,45,999,medium,0.0,22.0
52.0,12.0,needs to be repaired,323,65,4,6,43,1084,medium,0.0,49.0
91.0,6.0,needs to be repaired,2442,44,10,4,48,1076,large,0.0,39.0
35.0,24.0,optimal,4871,55,41,1,59,1040,large,1.0,38.0
62.0,20.0,optimal,2348,29,32,5,31,1022,large,0.0,56.0
56.0,18.0,off,4547,55,16,0,26,975,small,0.0,76.0
18.0,23.0,optimal,2985,61,15,4,48,1037,small,0.0,10.0
18.0,24.0,needs to be repaired,1643,38,44,6,53,918,medium,0.0,70.0
10.0,8.0,needs to be repaired,1143,68,42,5,77,1028,large,0.0,19.0
80.0,10.0,needs to be repaired,1185,37,40,5,81,983,large,0.0,19.0
53.0,16.0,optimal,1943,78,2,8,82,1100,small,0.0,43.0
68.0,,optimal,2429,33,5,8,68,1091,medium,0.0,2.0
65.0,13.0,needs to be repaired,3431,62,26,6,71,990,medium,0.0,67.0
60.0,7.0,optimal,4663,53,7,9,52,921,large,1.0,44.0
25.0,5.0,needs to be repaired,2180,74,32,10,43,1069,small,0.0,49.0
47.0,18.0,needs to be repaired,4712,33,8,7,76,1031,medium,0.0,40.0
20.0,12.0,needs to be repaired,4705,37,3,8,53,975,medium,0.0,16.0
34.0,22.0,needs to be repaired,951,61,35,3,51,1072,medium,1.0,3.0
,25.0,off,1250,39,30,2,45,950,large,,26.0
91.0,16.0,optimal,1619,64,2,2,63,994,large,0.0,92.0
68.0,16.0,needs to be repaired,2171,39,28,4,79,927,nan,0.0,63.0
38.0,14.0,needs to be repaired,3963,23,0,6,38,912,medium,0.0,21.0
89.0,8.0,needs to be repaired,2101,43,41,2,75,900,small,0.0,26.0
49.0,24.0,optimal,3942,73,26,4,49,1070,small,1.0,11.0
17.0,9.0,optimal,2184,29,37,4,66,987,small,0.0,96.0
15.0,12.0,off,1555,44,40,4,64,1043,small,,47.0
54.0,23.0,off,3227,23,9,8,56,943,small,0.0,17.0
62.0,,needs to be repaired,4377,39,24,5,30,1022,medium,,75.0
30.0,20.0,off,694,31,33,0,22,1052,small,0.0,53.0
66.0,13.0,optimal,1703,43,43,8,26,931,small,0.0,2.0
85.0,15.0,needs to be repaired,601,68,6,8,40,1017,large,,95.0
15.0,7.0,optimal,4535,74,15,4,46,1019,small,1.0,68.0
72.0,18.0,off,1794,42,44,10,35,977,large,1.0,16.0
15.0,9.0,needs to be repaired,2261,78,11,2,90,905,medium,1.0,47.0
62.0,25.0,needs to be repaired,4455,54,26,5,36,1017,nan,1.0,62.0
13.0,25.0,needs to be repaired,585,31,27,3,54,1043,large,,59.0
18.0,10.0,optimal,2692,24,11,2,32,1084,large,0.0,100.0
78.0,5.0,optimal,1068,75,34,6,31,1080,medium,,
83.0,17.0,off,3144,75,25,4,28,1021,large,0.0,1.0
81.0,,optimal,3051,31,29,3,66,1096,nan,1.0,81.0
96.0,7.0,off,1479,66,34,9,59,999,large,0.0,30.0
13.0,10.0,needs to be repaired,100,40,1,3,42,980,large,,
67.0,24.0,optimal,4715,80,41,8,76,948,small,0.0,24.0
46.0,12.0,optimal,5000,76,33,2,41,938,small,,74.0
80.0,8.0,optimal,1742,65,45,4,72,1087,large,0.0,19.0
15.0,10.0,optimal,3095,78,41,8,80,1010,large,1.0,53.0
60.0,16.0,optimal,4693,33,42,1,45,984,medium,,54.0
88.0,16.0,needs to be repaired,4294,35,37,6,23,930,small,0.0,8.0
59.0,11.0,needs to be repaired,4404,72,13,0,89,947,medium,,59.0
23.0,,needs to be repaired,4415,58,38,3,29,914,large,1.0,24.0
20.0,11.0,needs to be repaired,1686,60,0,6,86,989,medium,0.0,90.0
19.0,7.0,off,4609,75,11,0,84,933,small,,14.0
70.0,17.0,off,3906,69,21,4,74,1008,large,0.0,90.0
90.0,24.0,off,3349,52,11,7,45,1076,medium,0.0,74.0
22.0,,off,1219,34,2,7,55,968,small,0.0,75.0
43.0,15.0,off,111,55,10,0,62,1001,large,0.0,98.0
69.0,,needs to be repaired,1264,61,25,3,35,1015,large,0.0,48.0
60.0,19.0,off,3399,49,37,9,79,941,large,0.0,13.0
14.0,5.0,needs to be repaired,659,36,17,0,26,1094,small,,
83.0,6.0,needs to be repaired,100,45,10,9,28,962,medium,0.0,61.0
41.0,5.0,optimal,3182,43,28,1,78,956,large,0.0,30.0
21.0,19.0,off,3223,74,41,8,37,946,medium,0.0,57.0
61.0,8.0,off,4139,28,6,9,43,1023,small,,6.0
22.0,8.0,needs to be repaired,2639,28,6,8,34,1001,large,1.0,66.0
94.0,18.0,needs to be repaired,2621,40,18,3,57,913,large,1.0,94.0
,9.0,optimal,3346,48,32,0,72,1012,medium,1.0,73.0
63.0,25.0,optimal,1893,55,30,4,23,987,medium,1.0,58.0
50.0,5.0,needs to be repaired,549,47,27,7,37,1065,small,1.0,2.0
57.0,19.0,needs to be repaired,3848,31,16,5,67,1027,small,1.0,39.0
60.0,11.0,needs to be repaired,2594,65,3,8,51,976,large,0.0,94.0
56.0,20.0,optimal,816,38,2,9,34,1093,medium,1.0,50.0
59.0,18.0,off,953,66,5,1,81,1006,small,0.0,13.0
85.0,,optimal,933,71,16,3,50,1063,large,1.0,70.0
55.0,19.0,optimal,2389,55,40,10,83,907,large,0.0,57.0
47.0,24.0,optimal,3673,56,1,9,36,1100,large,1.0,8.0
22.0,,needs to be repaired,1305,77,13,0,58,994,medium,0.0,22.0
85.0,23.0,optimal,756,66,20,3,41,1018,small,1.0,69.0
31.0,11.0,off,2743,28,24,3,60,1030,medium,0.0,
11.0,22.0,optimal,983,28,17,9,39,1011,medium,0.0,64.0
86.0,19.0,off,2689,76,36,7,33,901,small,0.0,32.0
22.0,17.0,off,2052,77,2,3,55,1085,large,1.0,15.0
66.0,23.0,needs to be repaired,1584,25,8,3,80,951,medium,1.0,91.0
43.0,22.0,needs to be repaired,3704,62,23,8,67,918,small,1.0,94.0
28.0,8.0,needs to be repaired,3563,33,22,10,72,959,small,0.0,41.0
18.0,22.0,off,4172,74,37,9,48,978,medium,0.0,89.0
42.0,8.0,needs to be repaired,966,32,5,2,73,938,large,,88.0
,20.0,off,2973,65,9,6,35,942,small,1.0,43.0
54.0,18.0,needs to be repaired,1250,57,42,1,41,981,medium,,18.0
11.0,18.0,needs to be repaired,2826,66,19,0,56,1096,medium,,75.0
88.0,11.0,off,4932,62,3,8,81,914,small,0.0,93.0
92.0,17.0,needs to be repaired,4206,80,0,4,77,1048,small,1.0,57.0
66.0,18.0,optimal,2782,61,31,1,82,1031,small,1.0,34.0
66.0,14.0,optimal,2653,35,32,9,86,1093,large,1.0,85.0
25.0,17.0,optimal,1488,58,25,6,43,923,medium,1.0,17.0
88.0,10.0,optimal,311,80,4,10,46,966,medium,0.0,30.0
15.0,15.0,off,2881,52,25,5,47,919,nan,1.0,
,10.0,needs to be repaired,3507,72,29,10,83,1050,nan,0.0,24.0
36.0,15.0,optimal,219,47,34,10,85,901,large,0.0,
47.0,23.0,off,3162,67,6,0,43,1092,large,1.0,26.0
28.0,21.0,off,2427,43,16,0,24,1071,nan,1.0,2.0
46.0,7.0,needs to be repaired,4328,21,11,4,63,963,large,0.0,85.0
13.0,5.0,optimal,1254,68,7,9,29,911,large,1.0,57.0
67.0,20.0,optimal,100,51,26,4,45,904,small,,81.0
,16.0,off,3636,39,2,7,47,935,small,1.0,90.0
18.0,,off,604,32,5,6,86,1017,medium,0.0,75.0
49.0,22.0,optimal,1593,47,44,1,42,963,small,0.0,31.0
24.0,7.0,needs to be repaired,1238,26,2,7,71,1094,large,,82.0
13.0,12.0,off,1510,52,39,8,38,913,large,,24.0
99.0,22.0,off,3326,21,3,9,54,1091,large,0.0,78.0
61.0,,needs to be repaired,4749,69,1,10,85,1087,large,1.0,
27.0,19.0,needs to be repaired,965,70,43,7,75,997,nan,1.0,80.0
62.0,6.0,off,3252,65,9,6,32,1072,medium,0.0,77.0
68.0,20.0,off,5000,78,4,6,70,924,small,0.0,94.0
63.0,14.0,optimal,3184,56,41,4,52,997,medium,0.0,14.0
50.0,15.0,off,4200,53,8,10,41,950,medium,0.0,77.0
69.0,23.0,off,1017,27,32,7,88,926,large,1.0,23.0
97.0,23.0,off,1035,55,11,5,82,942,large,0.0,83.0
13.0,14.0,optimal,4057,24,21,8,77,1006,small,,48.0
94.0,21.0,needs to be repaired,4245,21,36,10,42,1081,medium,1.0,48.0
48.0,5.0,needs to be repaired,2582,69,13,0,56,994,small,,95.0
16.0,11.0,needs to be repaired,2737,73,32,5,22,910,small,0.0,47.0
32.0,20.0,off,3369,31,20,2,59,930,medium,1.0,51.0
94.0,15.0,off,4301,70,41,5,72,935,large,0.0,30.0
72.0,25.0,needs to be repaired,1063,59,38,2,49,1094,nan,1.0,94.0
74.0,22.0,optimal,3697,60,16,0,57,999,large,0.0,28.0
50.0,5.0,off,305,58,7,7,23,1088,large,,58.0
98.0,6.0,optimal,1186,79,41,2,25,1029,medium,1.0,53.0
53.0,6.0,optimal,5000,49,10,0,90,1057,large,1.0,87.0
54.0,10.0,off,1088,76,1,2,48,1077,large,0.0,95.0
78.0,12.0,needs to be repaired,2593,25,9,2,49,917,small,1.0,51.0
60.0,25.0,optimal,4962,26,42,9,24,993,large,1.0,97.0
74.0,24.0,needs to be repaired,4247,58,25,1,64,990,medium,,37.0
63.0,18.0,off,1773,60,34,2,56,1065,small,0.0,96.0
,25.0,optimal,3351,79,14,10,30,1069,small,0.0,81.0
91.0,,off,2383,37,10,8,73,1075,large,1.0,95.0
81.0,12.0,off,631,21,36,1,74,922,large,0.0,12.0
99.0,21.0,optimal,1031,59,20,10,41,1046,medium,0.0,
49.0,9.0,optimal,3265,23,42,5,43,1045,small,1.0,77.0
67.0,,needs to be repaired,4588,54,1,4,24,936,small,0.0,47.0
24.0,,optimal,663,22,37,6,64,962,medium,0.0,98.0
28.0,14.0,off,4024,30,26,7,57,906,large,1.0,48.0
19.0,8.0,needs to be repaired,1875,49,8,5,45,981,small,1.0,86.0
97.0,14.0,off,4556,27,8,2,77,964,large,,56.0
25.0,,needs to be repaired,3627,29,45,0,61,1052,medium,0.0,17.0
52.0,17.0,off,4056,38,14,0,65,993,small,,76.0
40.0,21.0,needs to be repaired,5000,40,4,7,22,1080,medium,0.0,91.0
25.0,18.0,optimal,4432,77,32,2,28,932,medium,1.0,46.0
89.0,23.0,off,1598,66,16,7,70,952,medium,1.0,32.0
37.0,22.0,off,1144,27,34,3,50,956,large,,91.0
71.0,12.0,needs to be repaired,3437,26,20,9,20,986,small,0.0,58.0
29.0,22.0,optimal,2133,56,40,1,61,1056,small,,74.0
44.0,20.0,optimal,1272,56,39,8,87,930,small,,68.0
68.0,,needs to be repaired,1766,21,32,5,75,1094,large,1.0,29.0
18.0,21.0,optimal,1998,46,0,6,56,989,nan,,8.0
19.0,22.0,optimal,821,68,1,4,42,955,large,1.0,60.0
,23.0,needs to be repaired,3791,45,22,4,20,1006,large,1.0,6.0
91.0,22.0,off,932,76,9,9,89,1006,small,1.0,90.0
24.0,18.0,needs to be repaired,4832,41,18,3,82,1092,large,0.0,46.0
39.0,21.0,needs to be repaired,1386,56,22,0,35,1052,small,,20.0
57.0,12.0,needs to be repaired,1060,31,10,1,82,1061,small,0.0,47.0
49.0,19.0,optimal,3700,69,44,5,67,1097,medium,1.0,13.0
100.0,21.0,off,4324,68,25,2,43,907,medium,0.0,31.0
100.0,25.0,optimal,1622,71,20,9,57,978,large,1.0,45.0
92.0,15.0,optimal,1965,67,8,2,87,966,small,1.0,42.0
83.0,10.0,optimal,694,46,31,1,42,931,medium,,30.0
53.0,23.0,off,3432,62,32,9,32,987,medium,1.0,45.0
55.0,20.0,needs to be repaired,1202,69,30,1,53,921,large,1.0,5.0
15.0,16.0,needs to be repaired,1551,64,18,0,28,1068,medium,1.0,8.0
33.0,19.0,off,1009,66,18,4,87,1081,medium,1.0,13.0
82.0,15.0,needs to be repaired,2954,60,32,1,71,1035,small,0.0,65.0
100.0,11.0,off,1334,73,7,5,84,1002,large,,29.0
16.0,14.0,optimal,1536,21,32,10,29,1012,medium,0.0,78.0
15.0,23.0,needs to be repaired,2527,67,34,9,89,1061,medium,,61.0
42.0,9.0,off,374,61,0,7,61,1058,large,0.0,98.0
94.0,21.0,off,1406,58,18,6,68,1026,large,0.0,
47.0,23.0,off,5000,30,3,0,68,929,medium,1.0,88.0
53.0,8.0,off,1480,50,32,3,54,984,medium,,54.0
26.0,5.0,needs to be repaired,100,77,36,2,78,959,nan,0.0,29.0
40.0,18.0,optimal,2667,53,23,6,71,1032,medium,1.0,58.0
46.0,21.0,needs to be repaired,3378,28,1,2,74,912,large,1.0,72.0
20.0,18.0,needs to be repaired,4522,59,10,7,38,1076,medium,1.0,62.0
14.0,10.0,off,4768,76,8,1,38,902,medium,1.0,49.0
73.0,9.0,optimal,3114,51,1,1,21,949,small,1.0,53.0
85.0,7.0,off,3577,68,9,5,27,943,nan,0.0,
12.0,19.0,needs to be repaired,1528,60,13,8,84,912,medium,,99.0
65.0,11.0,optimal,3325,44,11,5,41,1007,nan,1.0,41.0
72.0,15.0,needs to be repaired,2742,64,8,2,83,1040,large,0.0,69.0
47.0,14.0,optimal,3666,80,16,0,50,1073,large,0.0,36.0
63.0,18.0,optimal,192,37,35,9,52,1016,large,0.0,48.0
11.0,7.0,off,2915,53,11,8,86,941,small,1.0,58.0
99.0,18.0,off,100,48,27,9,69,1075,medium,1.0,95.0
11.0,21.0,off,863,38,42,5,21,953,large,1.0,88.0
21.0,8.0,needs to be repaired,2678,24,20,3,77,1079,large,0.0,86.0
49.0,10.0,optimal,4310,29,21,2,66,932,nan,0.0,61.0
11.0,24.0,off,671,44,28,10,69,1094,nan,,86.0
89.0,9.0,off,5000,57,17,6,53,939,small,1.0,4.0
66.0,14.0,off,1972,66,30,7,49,1088,medium,0.0,
56.0,11.0,off,331,69,39,2,45,1098,medium,,45.0
45.0,19.0,optimal,2208,30,2,6,55,1087,small,1.0,70.0
13.0,25.0,optimal,2056,32,14,1,59,905,nan,1.0,45.0
84.0,25.0,needs to be repaired,4399,60,15,9,66,995,large,1.0,51.0
33.0,22.0,off,2043,72,8,5,66,900,medium,0.0,91.0
91.0,5.0,optimal,576,80,21,7,52,1098,medium,0.0,47.0
100.0,8.0,optimal,2776,43,19,10,56,966,nan,,81.0
71.0,15.0,needs to be repaired,2722,21,26,6,44,916,small,0.0,51.0
11.0,14.0,off,368,76,13,3,86,940,small,0.0,57.0
24.0,17.0,needs to be repaired,4193,68,25,8,65,1070,medium,1.0,7.0
84.0,23.0,off,4087,30,27,0,23,1081,large,,
100.0,14.0,optimal,798,49,42,4,60,1051,medium,0.0,81.0
58.0,,optimal,2377,21,13,7,73,929,small,0.0,88.0
96.0,13.0,off,2666,65,14,3,21,1002,large,,72.0
44.0,13.0,off,1652,58,35,1,57,1021,large,0.0,89.0
56.0,24.0,optimal,825,73,43,10,88,964,small,0.0,74.0
33.0,16.0,optimal,3876,29,32,9,82,1024,small,1.0,
92.0,18.0,optimal,1835,39,37,2,73,1066,large,,31.0
,6.0,needs to be repaired,542,26,26,9,66,944,medium,0.0,7.0
86.0,14.0,needs to be repaired,576,53,33,3,43,965,small,0.0,25.0
57.0,22.0,needs to be repaired,3403,26,15,10,41,1069,medium,0.0,33.0
32.0,,needs to be repaired,3070,80,3,10,46,1039,medium,1.0,83.0
21.0,6.0,off,3839,25,0,3,79,946,large,0.0,60.0
50.0,21.0,off,1692,50,5,3,45,947,small,1.0,6.0
38.0,22.0,optimal,1034,53,44,3,57,947,small,1.0,69.0
79.0,22.0,off,3531,40,16,0,84,910,medium,0.0,65.0
60.0,25.0,off,1140,63,5,3,72,916,small,,4.0
32.0,,off,4342,54,31,4,41,908,large,,23.0
40.0,15.0,needs to be repaired,1800,44,43,7,69,977,small,0.0,100.0
30.0,23.0,off,4760,69,22,0,75,1055,small,1.0,88.0
,20.0,off,3876,34,24,2,41,904,large,0.0,44.0
81.0,12.0,optimal,2407,24,18,4,44,1057,small,1.0,73.0
18.0,22.0,needs to be repaired,2928,26,30,2,85,1077,large,0.0,84.0
31.0,7.0,optimal,3449,43,5,5,45,1010,medium,0.0,5.0
13.0,8.0,optimal,376,43,42,4,42,924,large,,31.0
86.0,25.0,needs to be repaired,1472,72,16,9,86,1096,medium,0.0,7.0
12.0,,needs to be repaired,3857,62,28,0,52,1062,large,0.0,47.0
37.0,8.0,needs to be repaired,2932,38,35,8,52,920,medium,0.0,75.0
99.0,11.0,optimal,1279,45,37,9,26,1054,medium,0.0,1.0
24.0,24.0,optimal,2811,33,35,0,30,918,small,1.0,72.0
17.0,10.0,needs to be repaired,2250,79,27,3,52,922,large,,44.0
57.0,21.0,optimal,3645,52,20,7,54,1042,small,0.0,53.0
97.0,18.0,off,1901,46,38,6,43,939,medium,1.0,11.0
61.0,9.0,optimal,256,79,24,8,35,1032,nan,0.0,67.0
64.0,19.0,needs to be repaired,2989,58,0,7,28,920,medium,0.0,80.0
46.0,14.0,optimal,360,57,42,7,21,936,large,1.0,69.0
13.0,6.0,optimal,4626,66,42,5,26,909,medium,1.0,67.0
64.0,16.0,needs to be repaired,4603,52,29,6,64,985,small,,2.0
21.0,,off,979,26,20,5,20,962,medium,0.0,14.0
28.0,11.0,needs to be repaired,3121,38,34,7,38,1077,small,0.0,43.0
88.0,11.0,optimal,2348,22,35,0,84,951,large,,21.0
,23.0,off,4614,64,6,10,82,986,small,1.0,98.0
46.0,11.0,off,1023,32,20,2,59,1045,large,,88.0
85.0,18.0,optimal,3076,80,12,10,48,1027,medium,0.0,49.0
92.0,16.0,needs to be repaired,4024,45,36,4,68,1005,small,1.0,95.0
16.0,14.0,off,4784,59,33,9,75,972,medium,0.0,45.0
64.0,9.0,needs to be repaired,2970,30,28,4,27,1000,medium,1.0,42.0
37.0,11.0,optimal,3868,63,17,8,68,928,large,0.0,61.0
46.0,10.0,needs to be repaired,4275,65,29,0,40,989,large,0.0,72.0
93.0,24.0,needs to be repaired,4599,26,30,3,89,1047,large,1.0,5.0
70.0,6.0,needs to be repaired,2124,65,19,5,69,1019,small,1.0,72.0
84.0,17.0,off,818,60,40,1,43,1080,small,,15.0
48.0,,optimal,863,57,41,1,71,902,medium,1.0,100.0
32.0,12.0,off,4477,25,32,3,63,1026,medium,,97.0
61.0,17.0,off,3855,30,42,0,80,929,medium,0.0,96.0
93.0,,optimal,2902,35,20,4,89,910,medium,1.0,56.0
93.0,9.0,off,2395,33,10,4,40,1091,large,0.0,32.0
20.0,7.0,off,3064,29,29,5,23,1029,medium,0.0,81.0
75.0,18.0,needs to be repaired,3665,26,23,2,69,921,large,1.0,48.0
22.0,,off,1720,24,9,7,31,1041,small,0.0,77.0
,21.0,optimal,1570,22,31,1,40,1083,nan,0.0,3.0
50.0,13.0,optimal,4678,59,44,5,61,901,large,0.0,57.0
58.0,11.0,off,521,33,30,8,63,959,large,0.0,72.0
24.0,22.0,off,2107,35,9,5,51,1077,medium,0.0,81.0
65.0,25.0,needs to be repaired,4288,51,4,3,71,1052,large,0.0,38.0
63.0,15.0,off,1145,24,35,3,65,1026,medium,0.0,37.0
40.0,20.0,needs to be repaired,1229,55,28,8,59,1091,small,0.0,78.0
70.0,22.0,needs to be repaired,3648,23,26,2,35,1075,medium,,57.0
67.0,11.0,off,1330,58,7,3,33,1068,large,0.0,65.0
,8.0,off,454,56,34,2,45,1025,small,1.0,
69.0,23.0,optimal,3787,42,10,6,22,1083,medium,0.0,61.0
62.0,25.0,off,3169,44,32,8,36,1071,nan,1.0,94.0
95.0,15.0,optimal,2058,41,20,6,37,936,medium,1.0,96.0
70.0,17.0,needs to be repaired,4622,38,19,6,80,985,medium,1.0,91.0
89.0,10.0,needs to be repaired,4509,63,7,0,74,939,nan,0.0,29.0
51.0,17.0,off,1821,59,29,3,70,1050,large,0.0,76.0
38.0,6.0,optimal,2293,80,21,1,22,978,small,0.0,80.0
93.0,18.0,optimal,785,58,45,6,74,1010,large,0.0,51.0
36.0,17.0,optimal,398,29,42,3,60,908,small,1.0,94.0
53.0,9.0,needs to be repaired,1505,74,37,9,65,968,small,1.0,23.0
14.0,7.0,optimal,2717,52,39,1,41,948,medium,1.0,48.0
61.0,8.0,needs to be repaired,2713,72,11,10,65,938,nan,,7.0
62.0,18.0,needs to be repaired,3210,48,9,10,38,1098,medium,1.0,33.0
61.0,22.0,off,3777,66,17,2,27,1008,small,,54.0
47.0,15.0,off,3054,53,8,1,81,989,nan,0.0,11.0
53.0,23.0,needs to be repaired,2646,42,1,0,64,912,small,1.0,12.0
62.0,6.0,off,4251,75,37,10,59,1020,large,0.0,67.0
11.0,6.0,off,4097,60,6,10,60,973,small,0.0,6.0
63.0,7.0,needs to be repaired,1512,59,14,9,50,1001,medium,,9.0
